claim_id,policy_id,loss_date,report_date,paid,reserve,status,cause,peril,settlement_date
1420,4923,2023-05-03,2023-05-06,11188.78,0.0,Closed,n/a,Sturm/Hagel,2023-05-17
1421,4923,2022-10-24,2022-10-25,104490.11,0.0,Closed,n/a,Elementar,2022-12-29
1422,4926,2022-11-25,2022-12-03,3993.03,0.0,Closed,n/a,Sturm/Hagel,2022-12-18
1423,4927,2024-03-04,2024-03-05,43168.53,0.0,Closed,n/a,Leitungswasser,2024-03-17
1424,4927,2024-01-17,2024-02-05,45162.89,0.0,Closed,n/a,Sturm/Hagel,2024-02-10
1425,4928,2022-07-07,2022-07-15,2847.39,0.0,Closed,n/a,Sturm/Hagel,2022-09-25
1426,4928,2022-05-30,2022-06-22,39164.24,0.0,Closed,n/a,Elementar,2022-07-17
1427,4931,2022-03-17,2022-03-31,40034.24,0.0,Closed,n/a,Leitungswasser,2022-11-01
1428,4931,2021-09-25,2021-10-10,15823.42,0.0,Closed,n/a,Leitungswasser,2021-10-25
1429,4931,2024-07-20,2024-08-09,17592.5,0.0,Closed,n/a,Einbruchdiebstahl,2024-10-03
1430,4935,2024-06-06,2024-06-13,23161.13,0.0,Closed,n/a,Leitungswasser,2024-08-01
1431,4937,2022-03-18,2022-03-31,11684.14,0.0,Closed,n/a,Einbruchdiebstahl,2022-05-04
1432,4938,2023-09-20,2023-10-01,13248.18,0.0,Closed,n/a,Elementar,2023-11-10
1433,4938,2022-08-05,2022-08-06,28826.45,0.0,Closed,n/a,Sturm/Hagel,2022-09-23
1434,4948,2022-09-08,2022-09-28,81524.07,0.0,Closed,n/a,Sturm/Hagel,2022-10-10
1435,4952,2020-12-10,2020-12-12,62272.08,0.0,Closed,n/a,Sturm/Hagel,2021-01-11
1436,4954,2022-09-26,2022-09-26,78908.45,0.0,Closed,n/a,Elementar,2022-11-27
1437,4955,2022-09-03,2022-09-17,50418.51,0.0,Closed,n/a,Sturm/Hagel,2022-10-26
1438,4958,2022-06-09,2022-06-17,11848.92,0.0,Closed,n/a,Sturm/Hagel,2022-08-14
1439,4960,2022-08-21,2022-08-29,15153.94,0.0,Closed,n/a,Leitungswasser,2023-08-03
1440,4961,2023-05-03,2023-05-05,5662.01,0.0,Closed,n/a,Leitungswasser,2023-06-14
1441,4963,2023-10-23,2023-11-01,42819.5,0.0,Closed,n/a,Leitungswasser,2024-01-08
1442,4964,2020-07-23,2020-08-12,59167.58,0.0,Closed,n/a,Feuer,2020-10-11
1443,4969,2024-11-12,2024-11-20,18888.05,7740.32,Open,n/a,Sturm/Hagel,2025-01-11
1444,4970,2023-05-16,2023-05-30,40824.17,0.0,Closed,n/a,Leitungswasser,2023-12-07
1445,4974,2022-05-16,2022-05-21,3105.3,0.0,Closed,n/a,Leitungswasser,2022-06-16
1446,4984,2022-02-10,2022-02-14,11363.6,0.0,Closed,n/a,Feuer,2022-03-16
1447,4985,2024-07-27,2024-08-17,24797.82,0.0,Closed,n/a,Leitungswasser,2024-10-02
1448,4987,2023-10-12,2023-11-05,7970.68,0.0,Closed,n/a,Leitungswasser,2023-11-23
1449,4997,2021-01-29,2021-01-29,25741.75,0.0,Closed,n/a,Elementar,2021-03-20
1450,5001,2021-07-26,2021-08-14,4390.27,0.0,Closed,n/a,Sturm/Hagel,2021-10-06
1451,5004,2022-06-22,2022-06-27,11793.05,0.0,Closed,n/a,Sturm/Hagel,2022-11-07
1452,5012,2023-03-19,2023-04-01,54806.43,0.0,Closed,n/a,Sturm/Hagel,2023-05-03
1453,5017,2023-10-27,2023-12-09,8969.4,0.0,Closed,n/a,Sturm/Hagel,2023-12-11
1454,5023,2022-02-26,2022-03-14,2865.76,0.0,Closed,n/a,Sturm/Hagel,2022-05-26
1455,5032,2023-08-13,2023-08-18,62000.41,0.0,Closed,n/a,Leitungswasser,2023-10-22
1456,5035,2022-02-24,2022-02-24,17516.41,0.0,Closed,n/a,Leitungswasser,2022-05-09
1457,5036,2021-07-27,2021-08-01,6913.31,0.0,Closed,n/a,Sturm/Hagel,2021-12-07
1458,5036,2022-02-02,2022-02-02,18194.63,0.0,Closed,n/a,Einbruchdiebstahl,2022-02-03
1459,5037,2023-08-20,2023-09-21,54165.48,0.0,Closed,n/a,Leitungswasser,2023-11-10
1460,5058,2024-12-01,2024-12-15,27246.36,6962.35,Open,n/a,Leitungswasser,2025-02-11
1461,5061,2021-07-12,2021-07-12,13627.33,0.0,Closed,n/a,Feuer,2021-07-25
1462,5064,2022-10-22,2022-10-27,6148.72,0.0,Closed,n/a,Sturm/Hagel,2022-11-22
1463,5065,2021-09-17,2021-09-24,13220.28,0.0,Closed,n/a,Feuer,2022-01-08
1464,5065,2022-06-21,2022-06-26,8848.31,0.0,Closed,n/a,Leitungswasser,2022-07-09
1465,5069,2023-12-06,2023-12-13,6057.12,0.0,Closed,n/a,Leitungswasser,2023-12-16
1466,5080,2023-02-15,2023-03-02,10421.13,0.0,Closed,n/a,Leitungswasser,2023-04-24
1467,5081,2023-11-11,2023-11-19,64173.32,0.0,Closed,n/a,Leitungswasser,2023-12-12
1468,5082,2024-05-18,2024-06-02,87954.68,0.0,Closed,n/a,Leitungswasser,2024-08-13
1469,5083,2023-10-30,2023-11-07,2554.83,0.0,Closed,n/a,Sturm/Hagel,2023-12-20
1470,5084,2023-11-27,2023-11-28,29382.01,0.0,Closed,n/a,Feuer,2023-12-06
1471,5085,2024-03-03,2024-03-08,121101.88,0.0,Closed,n/a,Elementar,2024-05-11
1472,5087,2023-02-25,2023-03-15,22691.05,0.0,Closed,n/a,Sturm/Hagel,2023-09-15
1473,5087,2023-01-10,2023-01-10,29893.71,0.0,Closed,n/a,Feuer,2023-03-19
1474,5104,2024-11-04,2024-11-15,22012.84,14139.94,Open,n/a,Sturm/Hagel,2025-05-10
1475,5110,2023-11-10,2023-11-12,4107.75,0.0,Closed,n/a,Einbruchdiebstahl,2023-12-06
1476,5111,2021-11-24,2021-11-25,22927.86,0.0,Closed,n/a,Leitungswasser,2021-12-25
1477,5116,2023-09-08,2023-09-14,43607.03,0.0,Closed,n/a,Leitungswasser,2023-11-18
1478,5122,2023-01-01,2023-01-12,59076.92,0.0,Closed,n/a,Einbruchdiebstahl,2023-01-13
1479,5124,2021-10-08,2021-10-14,17036.26,0.0,Closed,n/a,Leitungswasser,2021-11-01
1480,5124,2022-01-23,2022-02-06,17579.22,0.0,Closed,n/a,Sturm/Hagel,2022-06-03
1481,5130,2023-11-14,2023-12-05,28296.45,0.0,Closed,n/a,Sturm/Hagel,2023-12-23
1482,5144,2022-01-30,2022-02-10,35867.0,0.0,Closed,n/a,Leitungswasser,2022-03-24
1483,5144,2021-11-29,2021-12-29,3688.51,0.0,Closed,n/a,Sturm/Hagel,2022-03-29
1484,5147,2022-05-05,2022-05-09,6879.52,0.0,Closed,n/a,Sturm/Hagel,2022-05-14
1485,5148,2024-07-07,2024-07-25,18807.86,0.0,Closed,n/a,Leitungswasser,2024-08-09
1486,5148,2024-09-18,2024-09-20,4999.86,0.0,Closed,n/a,Einbruchdiebstahl,2024-11-15
1487,5149,2023-03-09,2023-03-13,20056.42,0.0,Closed,n/a,Leitungswasser,2023-03-19
1488,5153,2021-02-06,2021-02-14,11402.87,0.0,Closed,n/a,Sturm/Hagel,2021-09-15
1489,5162,2021-09-01,2021-09-08,35593.46,0.0,Closed,n/a,Sturm/Hagel,2021-09-18
1490,5169,2024-07-04,2024-07-12,7779.19,0.0,Closed,n/a,Feuer,2024-07-26
1491,5178,2023-12-21,2023-12-25,61865.16,0.0,Closed,n/a,Leitungswasser,2024-01-31
1492,5185,2024-07-14,2024-07-21,8051.96,0.0,Closed,n/a,Feuer,2024-09-04
1493,5193,2022-11-01,2022-11-13,20002.93,0.0,Closed,n/a,Leitungswasser,2023-02-12
1494,5196,2024-07-27,2024-08-10,29029.59,0.0,Closed,n/a,Sturm/Hagel,2024-09-19
1495,5199,2024-09-06,2024-10-13,96954.37,0.0,Closed,n/a,Leitungswasser,2024-10-19
1496,5201,2023-04-29,2023-05-11,20569.21,0.0,Closed,n/a,Sturm/Hagel,2023-06-15
1497,5202,2024-04-08,2024-04-13,39599.41,0.0,Closed,n/a,Elementar,2024-05-15
1498,5208,2021-03-07,2021-03-26,88283.12,0.0,Closed,n/a,Sturm/Hagel,2021-04-24
1499,5208,2021-10-09,2021-10-13,21151.95,0.0,Closed,n/a,Leitungswasser,2021-10-16
1500,5212,2023-02-07,2023-02-08,507684.79,0.0,Closed,n/a,Feuer,2023-03-03
1501,5215,2022-10-28,2022-11-14,9637.95,0.0,Closed,n/a,Leitungswasser,2022-12-12
1502,5215,2022-05-14,2022-05-22,13700.74,0.0,Closed,n/a,Einbruchdiebstahl,2022-07-04
1503,5217,2024-06-05,2024-06-05,171511.04,0.0,Closed,n/a,Sturm/Hagel,2024-07-27
1504,5217,2024-11-18,2024-11-27,107367.96,31326.07,Open,n/a,Sturm/Hagel,2025-01-26
1505,5219,2024-05-02,2024-06-06,5260.16,0.0,Closed,n/a,Feuer,2024-10-06
1506,5220,2024-07-16,2024-07-22,9029.66,0.0,Closed,n/a,Leitungswasser,2024-09-08
1507,5220,2024-08-06,2024-08-19,4078.53,0.0,Closed,n/a,Elementar,2024-10-16
1508,5221,2021-01-30,2021-01-31,48733.73,0.0,Closed,n/a,Leitungswasser,2021-03-01
1509,5231,2024-01-31,2024-02-01,34452.44,0.0,Closed,n/a,Leitungswasser,2024-04-03
1510,5235,2024-01-19,2024-01-20,13321.11,0.0,Closed,n/a,Leitungswasser,2024-03-04
1511,5242,2022-04-17,2022-04-17,17380.5,0.0,Closed,n/a,Leitungswasser,2022-07-24
1512,5248,2024-03-19,2024-03-20,57412.37,0.0,Closed,n/a,Feuer,2024-04-25
1513,5248,2022-10-20,2022-10-22,29456.64,0.0,Closed,n/a,Leitungswasser,2022-10-27
1514,5258,2021-07-05,2021-07-07,16919.1,0.0,Closed,n/a,Leitungswasser,2021-08-08
1515,5259,2024-10-12,2024-10-23,22823.31,0.0,Closed,n/a,Leitungswasser,2024-11-01
1516,5266,2021-10-11,2021-10-18,6620.96,0.0,Closed,n/a,Leitungswasser,2021-11-21
1517,5266,2024-01-09,2024-01-09,74673.31,0.0,Closed,n/a,Leitungswasser,2024-02-02
1518,5274,2023-02-22,2023-03-01,4001.32,0.0,Closed,n/a,Sturm/Hagel,2023-03-31
1519,5295,2022-12-26,2023-01-02,157285.83,0.0,Closed,n/a,Leitungswasser,2023-01-22
1520,5305,2023-02-05,2023-02-05,5118.63,0.0,Closed,n/a,Leitungswasser,2023-04-19
1521,5309,2023-03-15,2023-03-27,20549.72,0.0,Closed,n/a,Sturm/Hagel,2023-05-06
1522,5313,2021-07-01,2021-07-10,41372.99,0.0,Closed,n/a,Sturm/Hagel,2021-07-11
1523,5313,2024-07-15,2024-07-16,25229.56,0.0,Closed,n/a,Leitungswasser,2024-08-04
1524,5320,2021-11-01,2021-11-11,9055.3,0.0,Closed,n/a,Leitungswasser,2021-11-30
1525,5320,2024-07-14,2024-07-24,12718.14,1370.2,Open,n/a,Leitungswasser,2025-01-14
1526,5321,2023-05-19,2023-05-24,25070.52,0.0,Closed,n/a,Feuer,2023-07-02
1527,5337,2024-07-06,2024-07-07,50210.12,0.0,Closed,n/a,Sturm/Hagel,2024-09-30
1528,5339,2023-09-20,2023-09-27,38778.28,0.0,Closed,n/a,Sturm/Hagel,2024-02-16
1529,5340,2024-10-13,2024-10-14,18907.24,0.0,Closed,n/a,Sturm/Hagel,2024-12-09
1530,5344,2023-11-17,2023-12-01,76154.84,0.0,Closed,n/a,Elementar,2024-01-18
1531,5345,2023-07-10,2023-07-11,6556.88,0.0,Closed,n/a,Leitungswasser,2023-11-20
1532,5354,2023-04-13,2023-04-27,21460.06,0.0,Closed,n/a,Leitungswasser,2023-06-24
1533,5354,2024-10-07,2024-10-11,77977.12,0.0,Closed,n/a,Elementar,2024-12-13
1534,5355,2023-11-14,2023-11-22,4469.36,0.0,Closed,n/a,Leitungswasser,2024-03-12
1535,5359,2021-11-27,2021-12-14,7317.31,0.0,Closed,n/a,Sturm/Hagel,2022-01-30
1536,5360,2024-06-21,2024-06-21,4148.74,0.0,Closed,n/a,Leitungswasser,2024-07-23
1537,5362,2023-09-26,2023-10-04,8705.31,0.0,Closed,n/a,Einbruchdiebstahl,2023-10-22
1538,5363,2022-12-24,2023-01-10,2051.52,0.0,Closed,n/a,Sturm/Hagel,2023-01-25
1539,5372,2024-09-11,2024-09-25,62462.09,3930.27,Open,n/a,Leitungswasser,2025-02-28
1540,5374,2024-06-28,2024-06-29,88827.92,0.0,Closed,n/a,Elementar,2024-09-05
1541,5375,2022-03-31,2022-05-11,6751.11,0.0,Closed,n/a,Leitungswasser,2022-08-15
1542,5375,2023-09-17,2023-09-17,15066.71,0.0,Closed,n/a,Leitungswasser,2024-04-02
1543,5377,2024-06-03,2024-06-20,19170.17,0.0,Closed,n/a,Feuer,2024-08-16
1544,5380,2023-02-04,2023-02-08,6066.59,0.0,Closed,n/a,Leitungswasser,2023-03-13
1545,5385,2021-03-31,2021-04-03,49726.84,0.0,Closed,n/a,Leitungswasser,2021-04-24
1546,5386,2022-05-08,2022-05-08,9120.71,0.0,Closed,n/a,Leitungswasser,2022-05-12
1547,5410,2023-05-09,2023-05-12,29846.51,0.0,Closed,n/a,Einbruchdiebstahl,2024-01-19
1548,5415,2023-10-03,2023-10-10,98251.51,0.0,Closed,n/a,Leitungswasser,2023-10-25
1549,5418,2022-09-26,2022-09-27,16505.51,0.0,Closed,n/a,Sturm/Hagel,2022-10-20
1550,5419,2021-04-15,2021-04-23,172222.49,0.0,Closed,n/a,Sturm/Hagel,2021-05-07
1551,5422,2023-09-05,2023-09-08,52753.63,0.0,Closed,n/a,Elementar,2023-09-15
1552,5423,2024-05-13,2024-05-18,55740.17,0.0,Closed,n/a,Sturm/Hagel,2024-06-16
1553,5427,2023-09-30,2023-09-30,25344.82,0.0,Closed,n/a,Feuer,2023-10-14
1554,5432,2022-09-24,2022-10-22,27507.62,0.0,Closed,n/a,Elementar,2022-11-09
1555,5434,2020-12-13,2021-01-04,51249.74,0.0,Closed,n/a,Einbruchdiebstahl,2021-02-17
1556,5437,2021-10-18,2021-10-22,42461.38,0.0,Closed,n/a,Elementar,2021-12-28
1557,5444,2021-08-04,2021-08-08,77636.55,0.0,Closed,n/a,Sturm/Hagel,2021-10-04
1558,5449,2021-03-04,2021-03-08,44068.87,0.0,Closed,n/a,Leitungswasser,2021-04-20
1559,5450,2023-08-01,2023-08-18,10016.36,0.0,Closed,n/a,Feuer,2023-12-19
1560,5454,2020-10-24,2020-10-25,35204.78,0.0,Closed,n/a,Einbruchdiebstahl,2021-01-13
1561,5456,2022-06-02,2022-06-19,70481.6,0.0,Closed,n/a,Leitungswasser,2022-10-03
1562,5463,2022-07-25,2022-08-04,3986.97,0.0,Closed,n/a,Sturm/Hagel,2022-10-12
1563,5465,2023-08-07,2023-08-08,7607.87,0.0,Closed,n/a,Sturm/Hagel,2023-10-07
1564,5469,2021-09-02,2021-09-11,25090.42,0.0,Closed,n/a,Leitungswasser,2022-06-18
1565,5469,2023-03-14,2023-03-30,101599.62,0.0,Closed,n/a,Leitungswasser,2023-05-09
1566,5472,2023-02-08,2023-03-08,7553.41,0.0,Closed,n/a,Leitungswasser,2023-03-18
1567,5473,2023-12-21,2023-12-21,101329.59,0.0,Closed,n/a,Elementar,2024-05-10
1568,5485,2023-11-24,2023-11-28,32634.13,0.0,Closed,n/a,Leitungswasser,2023-12-02
1569,5486,2022-09-03,2022-09-11,13675.23,0.0,Closed,n/a,Sturm/Hagel,2023-01-11
1570,5496,2023-08-30,2023-08-30,12996.6,0.0,Closed,n/a,Sturm/Hagel,2023-09-12
1571,5496,2023-09-21,2023-10-07,35378.59,0.0,Closed,n/a,Elementar,2023-10-11
1572,5496,2023-09-11,2023-09-29,32130.61,0.0,Closed,n/a,Einbruchdiebstahl,2023-11-09
1573,5496,2023-10-09,2023-10-25,3993.41,0.0,Closed,n/a,Feuer,2024-02-07
1574,5498,2024-05-09,2024-05-24,17970.92,0.0,Closed,n/a,Leitungswasser,2024-07-22
1575,5498,2024-05-28,2024-06-05,26123.77,0.0,Closed,n/a,Leitungswasser,2024-07-01
1576,5502,2024-03-14,2024-03-15,1597.53,0.0,Closed,n/a,Leitungswasser,2024-06-12
1577,5502,2022-05-25,2022-06-07,36162.11,0.0,Closed,n/a,Elementar,2022-06-13
1578,5504,2023-01-26,2023-01-30,51623.0,0.0,Closed,n/a,Sturm/Hagel,2023-02-20
1579,5505,2024-04-02,2024-04-14,6565.05,0.0,Closed,n/a,Feuer,2024-08-27
1580,5505,2024-08-03,2024-08-06,3060.26,0.0,Closed,n/a,Sturm/Hagel,2024-08-13
1581,5507,2023-08-11,2023-08-12,10369.88,0.0,Closed,n/a,Leitungswasser,2023-09-15
1582,5508,2023-01-18,2023-01-23,8103.06,0.0,Closed,n/a,Elementar,2023-03-26
1583,5513,2022-07-31,2022-08-03,40963.32,0.0,Closed,n/a,Leitungswasser,2022-09-29
1584,5518,2024-05-31,2024-06-02,18307.76,0.0,Closed,n/a,Leitungswasser,2024-07-28
1585,5519,2022-05-03,2022-05-06,26978.43,0.0,Closed,n/a,Leitungswasser,2022-05-19
1586,5519,2022-12-22,2023-01-19,16046.2,0.0,Closed,n/a,Einbruchdiebstahl,2023-01-31
1587,5526,2021-10-06,2021-10-17,4168.49,0.0,Closed,n/a,Leitungswasser,2021-11-16
1588,5529,2021-09-02,2021-09-03,39474.94,0.0,Closed,n/a,Sturm/Hagel,2021-09-08
1589,5529,2020-11-17,2020-11-29,6340.64,0.0,Closed,n/a,Einbruchdiebstahl,2020-12-02
1590,5532,2024-09-24,2024-09-30,10297.47,0.0,Closed,n/a,Leitungswasser,2024-10-20
1591,5534,2023-12-08,2023-12-10,6985.35,0.0,Closed,n/a,Leitungswasser,2023-12-19
1592,5535,2024-07-24,2024-07-26,36661.64,0.0,Closed,n/a,Feuer,2024-11-07
1593,5544,2022-10-31,2022-11-02,12822.49,0.0,Closed,n/a,Sturm/Hagel,2022-11-18
1594,5544,2022-05-19,2022-05-19,3136.35,0.0,Closed,n/a,Sturm/Hagel,2022-06-02
1595,5544,2022-09-22,2022-10-11,71523.68,0.0,Closed,n/a,Sturm/Hagel,2022-12-23
1596,5557,2023-04-14,2023-04-15,60243.03,0.0,Closed,n/a,Einbruchdiebstahl,2023-06-04
1597,5564,2024-09-18,2024-09-18,6316.09,0.0,Closed,n/a,Sturm/Hagel,2024-10-29
1598,5572,2024-09-14,2024-09-17,7560.33,0.0,Closed,n/a,Sturm/Hagel,2024-10-01
1599,5573,2024-06-22,2024-06-24,31233.15,0.0,Closed,n/a,Elementar,2024-07-14
1600,5574,2024-10-29,2024-10-30,74131.3,0.0,Closed,n/a,Feuer,2024-12-09
1601,5580,2023-05-01,2023-05-10,33603.43,0.0,Closed,n/a,Leitungswasser,2023-05-25
1602,5584,2022-05-26,2022-06-02,29525.78,0.0,Closed,n/a,Leitungswasser,2022-07-25
1603,5600,2023-04-04,2023-04-14,46090.5,0.0,Closed,n/a,Feuer,2023-05-06
1604,5601,2023-01-07,2023-01-10,12272.55,0.0,Closed,n/a,Feuer,2023-01-18
1605,5606,2024-12-07,2024-12-11,75922.79,0.0,Closed,n/a,Leitungswasser,2024-12-23
1606,5610,2023-08-30,2023-09-08,25792.66,0.0,Closed,n/a,Sturm/Hagel,2024-02-01
1607,5614,2021-08-05,2021-08-10,4384.59,0.0,Closed,n/a,Leitungswasser,2021-08-28
1608,5618,2024-04-11,2024-04-13,74805.49,0.0,Closed,n/a,Sturm/Hagel,2024-06-30
1609,5618,2022-09-27,2022-10-02,18414.69,0.0,Closed,n/a,Leitungswasser,2022-11-18
1610,5621,2021-06-11,2021-07-19,69533.93,0.0,Closed,n/a,Sturm/Hagel,2021-07-20
1611,5622,2024-06-13,2024-06-16,8126.67,0.0,Closed,n/a,Sturm/Hagel,2024-09-19
1612,5632,2023-07-20,2023-07-29,12350.87,0.0,Closed,n/a,Feuer,2023-08-21
1613,5632,2022-06-08,2022-06-22,35451.83,0.0,Closed,n/a,Sturm/Hagel,2022-12-11
1614,5635,2024-09-12,2024-10-18,21095.58,0.0,Closed,n/a,Sturm/Hagel,2024-11-12
1615,5635,2024-10-28,2024-11-04,4828.84,1281.48,Open,n/a,Sturm/Hagel,2025-01-19
1616,5638,2023-12-19,2023-12-21,18654.05,0.0,Closed,n/a,Sturm/Hagel,2024-03-04
1617,5641,2022-12-30,2023-01-11,9798.83,0.0,Closed,n/a,Feuer,2023-01-17
1618,5645,2022-05-18,2022-05-26,69725.22,0.0,Closed,n/a,Leitungswasser,2022-07-01
1619,5646,2024-03-15,2024-03-23,12777.84,0.0,Closed,n/a,Leitungswasser,2024-05-20
1620,5661,2021-04-29,2021-05-02,412.53,0.0,Closed,n/a,Einbruchdiebstahl,2021-05-12
1621,5663,2022-10-09,2022-10-14,5427.32,0.0,Closed,n/a,Sturm/Hagel,2022-10-22
1622,5663,2021-06-29,2021-07-05,47006.35,0.0,Closed,n/a,Sturm/Hagel,2021-08-25
1623,5665,2024-03-29,2024-04-01,65025.51,0.0,Closed,n/a,Sturm/Hagel,2024-05-21
1624,5669,2023-11-20,2023-12-02,79735.75,0.0,Closed,n/a,Sturm/Hagel,2024-01-27
1625,5672,2023-11-12,2023-11-26,10309.9,0.0,Closed,n/a,Sturm/Hagel,2024-02-05
1626,5672,2024-09-22,2024-10-01,9949.7,0.0,Closed,n/a,Leitungswasser,2024-10-14
1627,5673,2021-12-23,2022-01-02,12747.2,0.0,Closed,n/a,Sturm/Hagel,2022-01-17
1628,5680,2021-08-20,2021-08-31,22906.86,0.0,Closed,n/a,Sturm/Hagel,2021-10-26
1629,5681,2021-02-27,2021-03-11,50261.91,0.0,Closed,n/a,Leitungswasser,2021-04-26
1630,5684,2021-11-19,2021-11-21,48877.95,0.0,Closed,n/a,Feuer,2021-11-23
1631,5685,2023-09-26,2023-09-28,29845.27,0.0,Closed,n/a,Leitungswasser,2023-11-01
1632,5686,2022-10-18,2022-11-11,18001.41,0.0,Closed,n/a,Sturm/Hagel,2022-11-12
1633,5687,2021-09-08,2021-09-13,4769.06,0.0,Closed,n/a,Leitungswasser,2021-10-08
1634,5688,2022-02-10,2022-02-11,104342.15,0.0,Closed,n/a,Leitungswasser,2022-03-02
1635,5689,2024-10-20,2024-10-20,33622.79,0.0,Closed,n/a,Leitungswasser,2024-12-18
1636,5690,2022-03-30,2022-03-31,3087.56,0.0,Closed,n/a,Feuer,2022-04-04
1637,5694,2023-07-11,2023-07-14,37742.5,0.0,Closed,n/a,Leitungswasser,2023-10-11
1638,5704,2021-08-18,2021-08-21,36035.19,0.0,Closed,n/a,Leitungswasser,2021-10-24
1639,5704,2020-10-30,2020-11-03,955.0,0.0,Closed,n/a,Leitungswasser,2020-12-28
1640,5708,2021-07-31,2021-09-02,2262.64,0.0,Closed,n/a,Leitungswasser,2021-10-15
1641,5714,2023-03-15,2023-03-18,17764.99,0.0,Closed,n/a,Feuer,2023-04-21
1642,5719,2021-12-04,2021-12-08,112123.17,0.0,Closed,n/a,Sturm/Hagel,2022-02-08
1643,5732,2021-10-11,2021-10-19,47028.69,0.0,Closed,n/a,Leitungswasser,2021-10-21
1644,5732,2024-02-10,2024-02-11,14567.61,0.0,Closed,n/a,Sturm/Hagel,2024-02-16
1645,5734,2024-07-09,2024-07-15,9446.15,0.0,Closed,n/a,Leitungswasser,2024-11-03
1646,5736,2023-09-07,2023-09-21,10901.17,0.0,Closed,n/a,Sturm/Hagel,2024-02-26
1647,5739,2023-09-04,2023-09-05,27255.65,0.0,Closed,n/a,Sturm/Hagel,2023-10-12
1648,5744,2022-05-22,2022-06-09,58888.65,0.0,Closed,n/a,Leitungswasser,2022-09-01
1649,5748,2023-06-25,2023-07-04,60888.68,0.0,Closed,n/a,Einbruchdiebstahl,2023-10-13
1650,5750,2023-02-03,2023-02-08,49589.59,0.0,Closed,n/a,Leitungswasser,2023-03-21
1651,5756,2024-03-07,2024-03-15,80906.68,0.0,Closed,n/a,Leitungswasser,2024-03-30
1652,5758,2021-03-14,2021-03-16,49754.42,0.0,Closed,n/a,Elementar,2021-04-09
1653,5768,2023-05-21,2023-05-21,6522.33,0.0,Closed,n/a,Sturm/Hagel,2023-06-19
1654,5772,2020-04-11,2020-04-16,22832.24,0.0,Closed,n/a,Sturm/Hagel,2020-05-29
1655,5773,2023-05-09,2023-05-14,4130.81,0.0,Closed,n/a,Sturm/Hagel,2023-06-13
1656,5774,2022-11-27,2022-12-19,3534.58,0.0,Closed,n/a,Feuer,2023-01-09
1657,5784,2021-09-14,2021-09-25,17625.85,0.0,Closed,n/a,Leitungswasser,2021-10-10
1658,5786,2023-02-09,2023-03-04,11505.87,0.0,Closed,n/a,Leitungswasser,2023-04-21
1659,5791,2022-01-05,2022-01-11,16170.35,0.0,Closed,n/a,Leitungswasser,2022-02-25
1660,5791,2023-02-02,2023-02-10,47369.59,0.0,Closed,n/a,Sturm/Hagel,2023-02-16
1661,5795,2022-11-13,2022-11-26,34087.59,0.0,Closed,n/a,Einbruchdiebstahl,2022-12-20
1662,5796,2023-10-07,2023-11-09,54013.32,0.0,Closed,n/a,Feuer,2023-11-10
1663,5797,2023-05-19,2023-06-08,4669.07,0.0,Closed,n/a,Leitungswasser,2023-06-17
1664,5800,2024-02-26,2024-02-28,11245.33,0.0,Closed,n/a,Elementar,2024-05-02
1665,5802,2023-11-23,2023-11-24,3432.32,0.0,Closed,n/a,Feuer,2023-12-09
1666,5804,2022-11-06,2022-11-20,121024.72,0.0,Closed,n/a,Sturm/Hagel,2022-12-01
1667,5805,2024-04-03,2024-04-08,7518.25,0.0,Closed,n/a,Leitungswasser,2024-05-03
1668,5812,2022-11-01,2022-11-02,5603.06,0.0,Closed,n/a,Sturm/Hagel,2022-11-11
1669,5814,2020-03-24,2020-03-28,2265.38,0.0,Closed,n/a,Sturm/Hagel,2020-05-11
1670,5830,2022-10-30,2022-11-19,80740.79,0.0,Closed,n/a,Feuer,2022-12-03
1671,5835,2022-11-19,2022-11-28,4662.2,0.0,Closed,n/a,Leitungswasser,2022-12-08
1672,5842,2021-03-03,2021-03-06,63257.34,0.0,Closed,n/a,Sturm/Hagel,2021-03-06
1673,5842,2021-06-25,2021-07-16,5247.59,0.0,Closed,n/a,Sturm/Hagel,2022-04-13
1674,5843,2021-05-13,2021-05-21,30420.78,0.0,Closed,n/a,Sturm/Hagel,2021-10-09
1675,5850,2022-11-21,2022-12-05,43869.87,0.0,Closed,n/a,Leitungswasser,2022-12-25
1676,5864,2021-02-01,2021-02-01,8447.99,0.0,Closed,n/a,Sturm/Hagel,2021-02-23
1677,5865,2023-12-04,2023-12-28,73569.21,0.0,Closed,n/a,Leitungswasser,2024-01-17
1678,5867,2024-05-24,2024-06-15,67643.38,0.0,Closed,n/a,Elementar,2024-06-20
1679,5868,2023-06-10,2023-06-14,32828.66,0.0,Closed,n/a,Sturm/Hagel,2023-08-01
1680,5869,2024-08-31,2024-09-22,10810.42,0.0,Closed,n/a,Sturm/Hagel,2024-12-08
1681,5869,2024-06-10,2024-06-25,5355.27,0.0,Closed,n/a,Einbruchdiebstahl,2024-10-05
1682,5876,2023-09-26,2023-10-12,1566.92,0.0,Closed,n/a,Leitungswasser,2023-11-06
1683,5887,2021-12-28,2022-01-11,6065.6,0.0,Closed,n/a,Elementar,2022-01-30
1684,5906,2023-09-03,2023-09-05,5791.09,0.0,Closed,n/a,Sturm/Hagel,2023-10-05
1685,5907,2024-05-24,2024-05-25,4903.72,0.0,Closed,n/a,Sturm/Hagel,2024-08-25
