policy_id,factor_name,factor_level
4188,roof_material,Blech
4188,heizung,Oel
4189,plz_zone,B
4189,baujahr_klasse,1980-1999
4189,dachart,Flach
4189,nutzung,Eigennutzung
4189,gebaeudeart,MFH
4189,sicherungen,Standard
4189,hochwasserzone,HWZ3
4189,roof_material,Ziegel
4189,heizung,Gas
4190,plz_zone,C
4190,baujahr_klasse,2010+
4190,dachart,Flach
4190,nutzung,Vermietet
4190,gebaeudeart,MFH
4190,sicherungen,Erweitert
4190,hochwasserzone,HWZ2
4190,roof_material,Blech
4190,heizung,Wärmepumpe
4191,plz_zone,C
4191,baujahr_klasse,1950-1979
4191,dachart,Flach
4191,nutzung,Vermietet
4191,gebaeudeart,MFH
4191,sicherungen,Standard
4191,hochwasserzone,HWZ2
4191,roof_material,Blech
4191,heizung,Wärmepumpe
4192,plz_zone,C
4192,baujahr_klasse,<1950
4192,dachart,Flach
4192,nutzung,Vermietet
4192,gebaeudeart,DHH
4192,sicherungen,Standard
4192,hochwasserzone,HWZ0
4192,roof_material,Blech
4192,heizung,Gas
4193,plz_zone,D
4193,baujahr_klasse,2000-2009
4193,dachart,Sattel
4193,nutzung,Vermietet
4193,gebaeudeart,MFH
4193,sicherungen,Standard
4193,hochwasserzone,HWZ3
4193,roof_material,Bitumen
4193,heizung,Wärmepumpe
4194,plz_zone,D
4194,baujahr_klasse,2000-2009
4194,dachart,Flach
4194,nutzung,Eigennutzung
4194,gebaeudeart,Reihenhaus
4194,sicherungen,Standard
4194,hochwasserzone,HWZ0
4194,roof_material,Ziegel
4194,heizung,Oel
4195,plz_zone,A
4195,baujahr_klasse,2000-2009
4195,dachart,Walmdach
4195,nutzung,Eigennutzung
4195,gebaeudeart,Reihenhaus
4195,sicherungen,Standard
4195,hochwasserzone,HWZ3
4195,roof_material,Blech
4195,heizung,Fernwärme
4196,plz_zone,A
4196,baujahr_klasse,1950-1979
4196,dachart,Sattel
4196,nutzung,Eigennutzung
4196,gebaeudeart,Reihenhaus
4196,sicherungen,Standard
4196,hochwasserzone,HWZ3
4196,roof_material,Blech
4196,heizung,Oel
4197,plz_zone,A
4197,baujahr_klasse,2010+
4197,dachart,Sattel
4197,nutzung,Eigennutzung
4197,gebaeudeart,MFH
4197,sicherungen,Standard
4197,hochwasserzone,HWZ1
4197,roof_material,Ziegel
4197,heizung,Wärmepumpe
4198,plz_zone,A
4198,baujahr_klasse,2000-2009
4198,dachart,Walmdach
4198,nutzung,Eigennutzung
4198,gebaeudeart,MFH
4198,sicherungen,Erweitert
4198,hochwasserzone,HWZ1
4198,roof_material,Ziegel
4198,heizung,Wärmepumpe
4199,plz_zone,C
4199,baujahr_klasse,<1950
4199,dachart,Sattel
4199,nutzung,Eigennutzung
4199,gebaeudeart,Reihenhaus
4199,sicherungen,Standard
4199,hochwasserzone,HWZ2
4199,roof_material,Schiefer
4199,heizung,Oel
4200,plz_zone,A
4200,baujahr_klasse,1950-1979
4200,dachart,Flach
4200,nutzung,Vermietet
4200,gebaeudeart,MFH
4200,sicherungen,Erweitert
4200,hochwasserzone,HWZ1
4200,roof_material,Bitumen
4200,heizung,Fernwärme
4201,plz_zone,D
4201,baujahr_klasse,1980-1999
4201,dachart,Sattel
4201,nutzung,Eigennutzung
4201,gebaeudeart,MFH
4201,sicherungen,Erweitert
4201,hochwasserzone,HWZ2
4201,roof_material,Blech
4201,heizung,Oel
4202,plz_zone,A
4202,baujahr_klasse,2010+
4202,dachart,Flach
4202,nutzung,Eigennutzung
4202,gebaeudeart,EFH
4202,sicherungen,Erweitert
4202,hochwasserzone,HWZ3
4202,roof_material,Ziegel
4202,heizung,Gas
4203,plz_zone,C
4203,baujahr_klasse,2000-2009
4203,dachart,Flach
4203,nutzung,Vermietet
4203,gebaeudeart,Reihenhaus
4203,sicherungen,Erweitert
4203,hochwasserzone,HWZ0
4203,roof_material,Schiefer
4203,heizung,Fernwärme
4204,plz_zone,D
4204,baujahr_klasse,2010+
4204,dachart,Flach
4204,nutzung,Vermietet
4204,gebaeudeart,DHH
4204,sicherungen,Standard
4204,hochwasserzone,HWZ0
4204,roof_material,Schiefer
4204,heizung,Gas
4205,plz_zone,C
4205,baujahr_klasse,1980-1999
4205,dachart,Walmdach
4205,nutzung,Eigennutzung
4205,gebaeudeart,MFH
4205,sicherungen,Erweitert
4205,hochwasserzone,HWZ1
4205,roof_material,Blech
4205,heizung,Oel
4206,plz_zone,C
4206,baujahr_klasse,2010+
4206,dachart,Flach
4206,nutzung,Vermietet
4206,gebaeudeart,Reihenhaus
4206,sicherungen,Erweitert
4206,hochwasserzone,HWZ1
4206,roof_material,Bitumen
4206,heizung,Fernwärme
4207,plz_zone,D
4207,baujahr_klasse,2010+
4207,dachart,Walmdach
4207,nutzung,Vermietet
4207,gebaeudeart,Reihenhaus
4207,sicherungen,Erweitert
4207,hochwasserzone,HWZ1
4207,roof_material,Ziegel
4207,heizung,Fernwärme
4208,plz_zone,A
4208,baujahr_klasse,1980-1999
4208,dachart,Sattel
4208,nutzung,Vermietet
4208,gebaeudeart,EFH
4208,sicherungen,Standard
4208,hochwasserzone,HWZ2
4208,roof_material,Schiefer
4208,heizung,Gas
4209,plz_zone,A
4209,baujahr_klasse,1950-1979
4209,dachart,Sattel
4209,nutzung,Eigennutzung
4209,gebaeudeart,EFH
4209,sicherungen,Erweitert
4209,hochwasserzone,HWZ3
4209,roof_material,Schiefer
4209,heizung,Fernwärme
4210,plz_zone,D
4210,baujahr_klasse,<1950
4210,dachart,Sattel
4210,nutzung,Eigennutzung
4210,gebaeudeart,EFH
4210,sicherungen,Standard
4210,hochwasserzone,HWZ1
4210,roof_material,Bitumen
4210,heizung,Gas
4211,plz_zone,A
4211,baujahr_klasse,2010+
4211,dachart,Walmdach
4211,nutzung,Eigennutzung
4211,gebaeudeart,MFH
4211,sicherungen,Erweitert
4211,hochwasserzone,HWZ0
4211,roof_material,Bitumen
4211,heizung,Fernwärme
4212,plz_zone,B
4212,baujahr_klasse,2000-2009
4212,dachart,Sattel
4212,nutzung,Eigennutzung
4212,gebaeudeart,Reihenhaus
4212,sicherungen,Erweitert
4212,hochwasserzone,HWZ1
4212,roof_material,Blech
4212,heizung,Wärmepumpe
4213,plz_zone,D
4213,baujahr_klasse,1950-1979
4213,dachart,Walmdach
4213,nutzung,Eigennutzung
4213,gebaeudeart,Reihenhaus
4213,sicherungen,Standard
4213,hochwasserzone,HWZ1
4213,roof_material,Ziegel
4213,heizung,Wärmepumpe
4214,plz_zone,C
4214,baujahr_klasse,1950-1979
4214,dachart,Sattel
4214,nutzung,Eigennutzung
4214,gebaeudeart,MFH
4214,sicherungen,Standard
4214,hochwasserzone,HWZ1
4214,roof_material,Ziegel
4214,heizung,Gas
4215,plz_zone,D
4215,baujahr_klasse,2000-2009
4215,dachart,Sattel
4215,nutzung,Eigennutzung
4215,gebaeudeart,DHH
4215,sicherungen,Standard
4215,hochwasserzone,HWZ0
4215,roof_material,Ziegel
4215,heizung,Oel
4216,plz_zone,A
4216,baujahr_klasse,<1950
4216,dachart,Flach
4216,nutzung,Vermietet
4216,gebaeudeart,EFH
4216,sicherungen,Erweitert
4216,hochwasserzone,HWZ3
4216,roof_material,Schiefer
4216,heizung,Wärmepumpe
4217,plz_zone,A
4217,baujahr_klasse,1950-1979
4217,dachart,Flach
4217,nutzung,Eigennutzung
4217,gebaeudeart,EFH
4217,sicherungen,Erweitert
4217,hochwasserzone,HWZ1
4217,roof_material,Bitumen
4217,heizung,Fernwärme
4218,plz_zone,C
4218,baujahr_klasse,2000-2009
4218,dachart,Walmdach
4218,nutzung,Eigennutzung
4218,gebaeudeart,Reihenhaus
4218,sicherungen,Standard
4218,hochwasserzone,HWZ0
4218,roof_material,Blech
4218,heizung,Gas
4219,plz_zone,D
4219,baujahr_klasse,1980-1999
4219,dachart,Walmdach
4219,nutzung,Eigennutzung
4219,gebaeudeart,Reihenhaus
4219,sicherungen,Erweitert
4219,hochwasserzone,HWZ2
4219,roof_material,Schiefer
4219,heizung,Gas
4220,plz_zone,B
4220,baujahr_klasse,<1950
4220,dachart,Sattel
4220,nutzung,Eigennutzung
4220,gebaeudeart,DHH
4220,sicherungen,Erweitert
4220,hochwasserzone,HWZ0
4220,roof_material,Blech
4220,heizung,Wärmepumpe
4221,plz_zone,B
4221,baujahr_klasse,2010+
4221,dachart,Sattel
4221,nutzung,Eigennutzung
4221,gebaeudeart,Reihenhaus
4221,sicherungen,Erweitert
4221,hochwasserzone,HWZ1
4221,roof_material,Schiefer
4221,heizung,Wärmepumpe
4222,plz_zone,B
4222,baujahr_klasse,1980-1999
4222,dachart,Sattel
4222,nutzung,Eigennutzung
4222,gebaeudeart,Reihenhaus
4222,sicherungen,Erweitert
4222,hochwasserzone,HWZ0
4222,roof_material,Bitumen
4222,heizung,Wärmepumpe
4223,plz_zone,A
4223,baujahr_klasse,2000-2009
4223,dachart,Walmdach
4223,nutzung,Eigennutzung
4223,gebaeudeart,MFH
4223,sicherungen,Erweitert
4223,hochwasserzone,HWZ3
4223,roof_material,Schiefer
4223,heizung,Wärmepumpe
4224,plz_zone,D
4224,baujahr_klasse,1980-1999
4224,dachart,Flach
4224,nutzung,Vermietet
4224,gebaeudeart,MFH
4224,sicherungen,Erweitert
4224,hochwasserzone,HWZ3
4224,roof_material,Blech
4224,heizung,Gas
4225,plz_zone,D
4225,baujahr_klasse,1980-1999
4225,dachart,Flach
4225,nutzung,Eigennutzung
4225,gebaeudeart,DHH
4225,sicherungen,Erweitert
4225,hochwasserzone,HWZ2
4225,roof_material,Schiefer
4225,heizung,Fernwärme
4226,plz_zone,A
4226,baujahr_klasse,<1950
4226,dachart,Walmdach
4226,nutzung,Vermietet
4226,gebaeudeart,DHH
4226,sicherungen,Erweitert
4226,hochwasserzone,HWZ3
4226,roof_material,Schiefer
4226,heizung,Wärmepumpe
4227,plz_zone,B
4227,baujahr_klasse,2010+
4227,dachart,Walmdach
4227,nutzung,Eigennutzung
4227,gebaeudeart,Reihenhaus
4227,sicherungen,Erweitert
4227,hochwasserzone,HWZ1
4227,roof_material,Schiefer
4227,heizung,Oel
4228,plz_zone,A
4228,baujahr_klasse,2010+
4228,dachart,Sattel
4228,nutzung,Vermietet
4228,gebaeudeart,MFH
4228,sicherungen,Erweitert
4228,hochwasserzone,HWZ2
4228,roof_material,Ziegel
4228,heizung,Wärmepumpe
4229,plz_zone,A
4229,baujahr_klasse,<1950
4229,dachart,Sattel
4229,nutzung,Vermietet
4229,gebaeudeart,DHH
4229,sicherungen,Erweitert
4229,hochwasserzone,HWZ0
4229,roof_material,Schiefer
4229,heizung,Oel
4230,plz_zone,A
4230,baujahr_klasse,1950-1979
4230,dachart,Flach
4230,nutzung,Vermietet
4230,gebaeudeart,DHH
4230,sicherungen,Standard
4230,hochwasserzone,HWZ1
4230,roof_material,Schiefer
4230,heizung,Fernwärme
4231,plz_zone,C
4231,baujahr_klasse,1980-1999
4231,dachart,Walmdach
4231,nutzung,Vermietet
4231,gebaeudeart,EFH
4231,sicherungen,Erweitert
4231,hochwasserzone,HWZ0
4231,roof_material,Bitumen
4231,heizung,Fernwärme
4232,plz_zone,D
4232,baujahr_klasse,2000-2009
4232,dachart,Flach
4232,nutzung,Eigennutzung
4232,gebaeudeart,EFH
4232,sicherungen,Erweitert
4232,hochwasserzone,HWZ1
4232,roof_material,Schiefer
4232,heizung,Wärmepumpe
4233,plz_zone,B
4233,baujahr_klasse,2000-2009
4233,dachart,Walmdach
4233,nutzung,Vermietet
4233,gebaeudeart,DHH
4233,sicherungen,Standard
4233,hochwasserzone,HWZ3
4233,roof_material,Blech
4233,heizung,Wärmepumpe
4234,plz_zone,C
4234,baujahr_klasse,1980-1999
4234,dachart,Sattel
4234,nutzung,Vermietet
4234,gebaeudeart,DHH
4234,sicherungen,Standard
4234,hochwasserzone,HWZ1
4234,roof_material,Schiefer
4234,heizung,Oel
4235,plz_zone,A
4235,baujahr_klasse,2010+
4235,dachart,Sattel
4235,nutzung,Eigennutzung
4235,gebaeudeart,Reihenhaus
4235,sicherungen,Standard
4235,hochwasserzone,HWZ2
4235,roof_material,Ziegel
4235,heizung,Fernwärme
4236,plz_zone,C
4236,baujahr_klasse,2010+
4236,dachart,Sattel
4236,nutzung,Eigennutzung
4236,gebaeudeart,DHH
4236,sicherungen,Erweitert
4236,hochwasserzone,HWZ0
4236,roof_material,Schiefer
4236,heizung,Gas
4237,plz_zone,B
4237,baujahr_klasse,<1950
4237,dachart,Walmdach
4237,nutzung,Eigennutzung
4237,gebaeudeart,DHH
4237,sicherungen,Erweitert
4237,hochwasserzone,HWZ2
4237,roof_material,Blech
4237,heizung,Gas
4238,plz_zone,B
4238,baujahr_klasse,1980-1999
4238,dachart,Walmdach
4238,nutzung,Eigennutzung
4238,gebaeudeart,MFH
4238,sicherungen,Erweitert
4238,hochwasserzone,HWZ1
4238,roof_material,Bitumen
4238,heizung,Fernwärme
4239,plz_zone,D
4239,baujahr_klasse,1950-1979
4239,dachart,Walmdach
4239,nutzung,Vermietet
4239,gebaeudeart,EFH
4239,sicherungen,Standard
4239,hochwasserzone,HWZ0
4239,roof_material,Bitumen
4239,heizung,Oel
4240,plz_zone,B
4240,baujahr_klasse,2000-2009
4240,dachart,Walmdach
4240,nutzung,Eigennutzung
4240,gebaeudeart,DHH
4240,sicherungen,Standard
4240,hochwasserzone,HWZ2
4240,roof_material,Ziegel
4240,heizung,Gas
4241,plz_zone,D
4241,baujahr_klasse,1980-1999
4241,dachart,Flach
4241,nutzung,Vermietet
4241,gebaeudeart,DHH
4241,sicherungen,Erweitert
4241,hochwasserzone,HWZ3
4241,roof_material,Bitumen
4241,heizung,Fernwärme
4242,plz_zone,C
4242,baujahr_klasse,1980-1999
4242,dachart,Flach
4242,nutzung,Eigennutzung
4242,gebaeudeart,MFH
4242,sicherungen,Standard
4242,hochwasserzone,HWZ2
4242,roof_material,Schiefer
4242,heizung,Wärmepumpe
4243,plz_zone,A
4243,baujahr_klasse,2010+
4243,dachart,Walmdach
4243,nutzung,Eigennutzung
4243,gebaeudeart,EFH
4243,sicherungen,Standard
4243,hochwasserzone,HWZ1
4243,roof_material,Schiefer
4243,heizung,Wärmepumpe
4244,plz_zone,C
4244,baujahr_klasse,2000-2009
4244,dachart,Sattel
4244,nutzung,Vermietet
4244,gebaeudeart,DHH
4244,sicherungen,Erweitert
4244,hochwasserzone,HWZ0
4244,roof_material,Schiefer
4244,heizung,Fernwärme
4245,plz_zone,A
4245,baujahr_klasse,<1950
4245,dachart,Walmdach
4245,nutzung,Vermietet
4245,gebaeudeart,Reihenhaus
4245,sicherungen,Erweitert
4245,hochwasserzone,HWZ2
4245,roof_material,Schiefer
4245,heizung,Gas
4246,plz_zone,A
4246,baujahr_klasse,2000-2009
4246,dachart,Sattel
4246,nutzung,Vermietet
4246,gebaeudeart,EFH
4246,sicherungen,Erweitert
4246,hochwasserzone,HWZ0
4246,roof_material,Bitumen
4246,heizung,Gas
4247,plz_zone,D
4247,baujahr_klasse,1980-1999
4247,dachart,Flach
4247,nutzung,Vermietet
4247,gebaeudeart,DHH
4247,sicherungen,Erweitert
4247,hochwasserzone,HWZ1
4247,roof_material,Schiefer
4247,heizung,Oel
4248,plz_zone,A
4248,baujahr_klasse,2010+
4248,dachart,Flach
4248,nutzung,Vermietet
4248,gebaeudeart,MFH
4248,sicherungen,Erweitert
4248,hochwasserzone,HWZ3
4248,roof_material,Schiefer
4248,heizung,Oel
4249,plz_zone,B
4249,baujahr_klasse,<1950
4249,dachart,Walmdach
4249,nutzung,Eigennutzung
4249,gebaeudeart,Reihenhaus
4249,sicherungen,Erweitert
4249,hochwasserzone,HWZ3
4249,roof_material,Ziegel
4249,heizung,Fernwärme
4250,plz_zone,C
4250,baujahr_klasse,2010+
4250,dachart,Walmdach
4250,nutzung,Eigennutzung
4250,gebaeudeart,EFH
4250,sicherungen,Erweitert
4250,hochwasserzone,HWZ1
4250,roof_material,Ziegel
4250,heizung,Fernwärme
4251,plz_zone,D
4251,baujahr_klasse,2000-2009
4251,dachart,Sattel
4251,nutzung,Eigennutzung
4251,gebaeudeart,Reihenhaus
4251,sicherungen,Erweitert
4251,hochwasserzone,HWZ3
4251,roof_material,Schiefer
4251,heizung,Oel
4252,plz_zone,B
4252,baujahr_klasse,2000-2009
4252,dachart,Sattel
4252,nutzung,Eigennutzung
4252,gebaeudeart,EFH
4252,sicherungen,Standard
4252,hochwasserzone,HWZ0
4252,roof_material,Ziegel
4252,heizung,Wärmepumpe
4253,plz_zone,B
4253,baujahr_klasse,2010+
4253,dachart,Sattel
4253,nutzung,Eigennutzung
4253,gebaeudeart,MFH
4253,sicherungen,Standard
4253,hochwasserzone,HWZ0
4253,roof_material,Ziegel
4253,heizung,Wärmepumpe
4254,plz_zone,C
4254,baujahr_klasse,1950-1979
4254,dachart,Flach
4254,nutzung,Eigennutzung
4254,gebaeudeart,DHH
4254,sicherungen,Erweitert
4254,hochwasserzone,HWZ3
4254,roof_material,Ziegel
4254,heizung,Gas
4255,plz_zone,D
4255,baujahr_klasse,2000-2009
4255,dachart,Flach
4255,nutzung,Vermietet
4255,gebaeudeart,DHH
4255,sicherungen,Erweitert
4255,hochwasserzone,HWZ0
4255,roof_material,Bitumen
4255,heizung,Fernwärme
4256,plz_zone,B
4256,baujahr_klasse,1950-1979
4256,dachart,Flach
4256,nutzung,Eigennutzung
4256,gebaeudeart,EFH
4256,sicherungen,Erweitert
4256,hochwasserzone,HWZ3
4256,roof_material,Ziegel
4256,heizung,Oel
4257,plz_zone,A
4257,baujahr_klasse,1980-1999
4257,dachart,Flach
4257,nutzung,Vermietet
4257,gebaeudeart,EFH
4257,sicherungen,Erweitert
4257,hochwasserzone,HWZ2
4257,roof_material,Blech
4257,heizung,Gas
4258,plz_zone,C
4258,baujahr_klasse,1950-1979
4258,dachart,Walmdach
4258,nutzung,Eigennutzung
4258,gebaeudeart,Reihenhaus
4258,sicherungen,Standard
4258,hochwasserzone,HWZ1
4258,roof_material,Blech
4258,heizung,Oel
4259,plz_zone,A
4259,baujahr_klasse,2010+
4259,dachart,Walmdach
4259,nutzung,Eigennutzung
4259,gebaeudeart,Reihenhaus
4259,sicherungen,Standard
4259,hochwasserzone,HWZ2
4259,roof_material,Schiefer
4259,heizung,Fernwärme
4260,plz_zone,A
4260,baujahr_klasse,2000-2009
4260,dachart,Flach
4260,nutzung,Eigennutzung
4260,gebaeudeart,DHH
4260,sicherungen,Erweitert
4260,hochwasserzone,HWZ0
4260,roof_material,Schiefer
4260,heizung,Oel
4261,plz_zone,D
4261,baujahr_klasse,1980-1999
4261,dachart,Flach
4261,nutzung,Vermietet
4261,gebaeudeart,DHH
4261,sicherungen,Standard
4261,hochwasserzone,HWZ3
4261,roof_material,Bitumen
4261,heizung,Wärmepumpe
4262,plz_zone,A
4262,baujahr_klasse,2000-2009
4262,dachart,Sattel
4262,nutzung,Eigennutzung
4262,gebaeudeart,EFH
4262,sicherungen,Erweitert
4262,hochwasserzone,HWZ0
4262,roof_material,Schiefer
4262,heizung,Wärmepumpe
4263,plz_zone,D
4263,baujahr_klasse,<1950
4263,dachart,Sattel
4263,nutzung,Eigennutzung
4263,gebaeudeart,EFH
4263,sicherungen,Standard
4263,hochwasserzone,HWZ0
4263,roof_material,Schiefer
4263,heizung,Fernwärme
4264,plz_zone,D
4264,baujahr_klasse,<1950
4264,dachart,Walmdach
4264,nutzung,Eigennutzung
4264,gebaeudeart,DHH
4264,sicherungen,Standard
4264,hochwasserzone,HWZ2
4264,roof_material,Schiefer
4264,heizung,Wärmepumpe
4265,plz_zone,D
4265,baujahr_klasse,2000-2009
4265,dachart,Flach
4265,nutzung,Vermietet
4265,gebaeudeart,EFH
4265,sicherungen,Erweitert
4265,hochwasserzone,HWZ0
4265,roof_material,Ziegel
4265,heizung,Gas
4266,plz_zone,C
4266,baujahr_klasse,1950-1979
4266,dachart,Flach
4266,nutzung,Vermietet
4266,gebaeudeart,DHH
4266,sicherungen,Erweitert
4266,hochwasserzone,HWZ0
4266,roof_material,Ziegel
4266,heizung,Oel
4267,plz_zone,C
4267,baujahr_klasse,2010+
4267,dachart,Sattel
4267,nutzung,Eigennutzung
4267,gebaeudeart,EFH
4267,sicherungen,Erweitert
4267,hochwasserzone,HWZ3
4267,roof_material,Bitumen
4267,heizung,Wärmepumpe
4268,plz_zone,C
4268,baujahr_klasse,2010+
4268,dachart,Flach
4268,nutzung,Vermietet
4268,gebaeudeart,MFH
4268,sicherungen,Erweitert
4268,hochwasserzone,HWZ3
4268,roof_material,Schiefer
4268,heizung,Gas
4269,plz_zone,A
4269,baujahr_klasse,<1950
4269,dachart,Sattel
4269,nutzung,Eigennutzung
4269,gebaeudeart,MFH
4269,sicherungen,Standard
4269,hochwasserzone,HWZ3
4269,roof_material,Blech
4269,heizung,Gas
4270,plz_zone,B
4270,baujahr_klasse,2010+
4270,dachart,Sattel
4270,nutzung,Vermietet
4270,gebaeudeart,Reihenhaus
4270,sicherungen,Erweitert
4270,hochwasserzone,HWZ1
4270,roof_material,Blech
4270,heizung,Wärmepumpe
4271,plz_zone,B
4271,baujahr_klasse,<1950
4271,dachart,Sattel
4271,nutzung,Eigennutzung
4271,gebaeudeart,Reihenhaus
4271,sicherungen,Erweitert
4271,hochwasserzone,HWZ3
4271,roof_material,Bitumen
4271,heizung,Gas
4272,plz_zone,D
4272,baujahr_klasse,1950-1979
4272,dachart,Walmdach
4272,nutzung,Eigennutzung
4272,gebaeudeart,EFH
4272,sicherungen,Erweitert
4272,hochwasserzone,HWZ0
4272,roof_material,Bitumen
4272,heizung,Gas
4273,plz_zone,B
4273,baujahr_klasse,1980-1999
4273,dachart,Walmdach
4273,nutzung,Vermietet
4273,gebaeudeart,MFH
4273,sicherungen,Erweitert
4273,hochwasserzone,HWZ0
4273,roof_material,Schiefer
4273,heizung,Gas
4274,plz_zone,C
4274,baujahr_klasse,1950-1979
4274,dachart,Sattel
4274,nutzung,Vermietet
4274,gebaeudeart,DHH
4274,sicherungen,Erweitert
4274,hochwasserzone,HWZ3
4274,roof_material,Schiefer
4274,heizung,Oel
4275,plz_zone,B
4275,baujahr_klasse,1980-1999
4275,dachart,Walmdach
4275,nutzung,Eigennutzung
4275,gebaeudeart,MFH
4275,sicherungen,Standard
4275,hochwasserzone,HWZ1
4275,roof_material,Blech
4275,heizung,Fernwärme
4276,plz_zone,C
4276,baujahr_klasse,<1950
4276,dachart,Walmdach
4276,nutzung,Vermietet
4276,gebaeudeart,EFH
4276,sicherungen,Standard
4276,hochwasserzone,HWZ2
4276,roof_material,Ziegel
4276,heizung,Wärmepumpe
4277,plz_zone,C
4277,baujahr_klasse,2010+
4277,dachart,Sattel
4277,nutzung,Eigennutzung
4277,gebaeudeart,MFH
4277,sicherungen,Erweitert
4277,hochwasserzone,HWZ1
4277,roof_material,Ziegel
4277,heizung,Fernwärme
4278,plz_zone,D
4278,baujahr_klasse,2000-2009
4278,dachart,Sattel
4278,nutzung,Vermietet
4278,gebaeudeart,MFH
4278,sicherungen,Erweitert
4278,hochwasserzone,HWZ3
4278,roof_material,Ziegel
4278,heizung,Wärmepumpe
4279,plz_zone,C
4279,baujahr_klasse,<1950
4279,dachart,Sattel
4279,nutzung,Vermietet
4279,gebaeudeart,EFH
4279,sicherungen,Standard
4279,hochwasserzone,HWZ0
4279,roof_material,Schiefer
4279,heizung,Wärmepumpe
4280,plz_zone,D
4280,baujahr_klasse,1950-1979
4280,dachart,Sattel
4280,nutzung,Eigennutzung
4280,gebaeudeart,Reihenhaus
4280,sicherungen,Erweitert
4280,hochwasserzone,HWZ2
4280,roof_material,Schiefer
4280,heizung,Oel
4281,plz_zone,D
4281,baujahr_klasse,2000-2009
4281,dachart,Sattel
4281,nutzung,Vermietet
4281,gebaeudeart,Reihenhaus
4281,sicherungen,Standard
4281,hochwasserzone,HWZ1
4281,roof_material,Schiefer
4281,heizung,Gas
4282,plz_zone,A
4282,baujahr_klasse,<1950
4282,dachart,Sattel
4282,nutzung,Vermietet
4282,gebaeudeart,Reihenhaus
4282,sicherungen,Standard
4282,hochwasserzone,HWZ3
4282,roof_material,Blech
4282,heizung,Gas
4283,plz_zone,C
4283,baujahr_klasse,1950-1979
4283,dachart,Sattel
4283,nutzung,Vermietet
4283,gebaeudeart,DHH
4283,sicherungen,Standard
4283,hochwasserzone,HWZ1
4283,roof_material,Ziegel
4283,heizung,Fernwärme
4284,plz_zone,A
4284,baujahr_klasse,<1950
4284,dachart,Walmdach
4284,nutzung,Eigennutzung
4284,gebaeudeart,MFH
4284,sicherungen,Standard
4284,hochwasserzone,HWZ2
4284,roof_material,Bitumen
4284,heizung,Wärmepumpe
4285,plz_zone,A
4285,baujahr_klasse,2010+
4285,dachart,Sattel
4285,nutzung,Vermietet
4285,gebaeudeart,MFH
4285,sicherungen,Standard
4285,hochwasserzone,HWZ3
4285,roof_material,Bitumen
4285,heizung,Wärmepumpe
4286,plz_zone,A
4286,baujahr_klasse,2000-2009
4286,dachart,Walmdach
4286,nutzung,Eigennutzung
4286,gebaeudeart,Reihenhaus
4286,sicherungen,Erweitert
4286,hochwasserzone,HWZ2
4286,roof_material,Schiefer
4286,heizung,Fernwärme
4287,plz_zone,D
4287,baujahr_klasse,<1950
4287,dachart,Walmdach
4287,nutzung,Vermietet
4287,gebaeudeart,Reihenhaus
4287,sicherungen,Standard
4287,hochwasserzone,HWZ2
4287,roof_material,Schiefer
4287,heizung,Wärmepumpe
4288,plz_zone,A
4288,baujahr_klasse,1950-1979
4288,dachart,Sattel
4288,nutzung,Vermietet
4288,gebaeudeart,EFH
4288,sicherungen,Erweitert
4288,hochwasserzone,HWZ1
4288,roof_material,Blech
4288,heizung,Wärmepumpe
4289,plz_zone,A
4289,baujahr_klasse,2000-2009
4289,dachart,Flach
4289,nutzung,Eigennutzung
4289,gebaeudeart,Reihenhaus
4289,sicherungen,Erweitert
4289,hochwasserzone,HWZ1
4289,roof_material,Schiefer
4289,heizung,Gas
4290,plz_zone,A
4290,baujahr_klasse,2010+
4290,dachart,Flach
4290,nutzung,Vermietet
4290,gebaeudeart,DHH
4290,sicherungen,Standard
4290,hochwasserzone,HWZ0
4290,roof_material,Bitumen
4290,heizung,Gas
4291,plz_zone,C
4291,baujahr_klasse,1980-1999
4291,dachart,Flach
4291,nutzung,Eigennutzung
4291,gebaeudeart,DHH
4291,sicherungen,Erweitert
4291,hochwasserzone,HWZ2
4291,roof_material,Ziegel
4291,heizung,Fernwärme
4292,plz_zone,A
4292,baujahr_klasse,2010+
4292,dachart,Flach
4292,nutzung,Eigennutzung
4292,gebaeudeart,Reihenhaus
4292,sicherungen,Standard
4292,hochwasserzone,HWZ0
4292,roof_material,Schiefer
4292,heizung,Gas
4293,plz_zone,C
4293,baujahr_klasse,2000-2009
4293,dachart,Sattel
4293,nutzung,Eigennutzung
4293,gebaeudeart,EFH
4293,sicherungen,Erweitert
4293,hochwasserzone,HWZ0
4293,roof_material,Bitumen
4293,heizung,Wärmepumpe
4294,plz_zone,A
4294,baujahr_klasse,2000-2009
4294,dachart,Sattel
4294,nutzung,Vermietet
4294,gebaeudeart,EFH
4294,sicherungen,Erweitert
4294,hochwasserzone,HWZ2
4294,roof_material,Ziegel
4294,heizung,Wärmepumpe
4295,plz_zone,D
4295,baujahr_klasse,1950-1979
4295,dachart,Sattel
4295,nutzung,Eigennutzung
4295,gebaeudeart,Reihenhaus
4295,sicherungen,Erweitert
4295,hochwasserzone,HWZ1
4295,roof_material,Schiefer
4295,heizung,Gas
4296,plz_zone,D
4296,baujahr_klasse,1980-1999
4296,dachart,Flach
4296,nutzung,Eigennutzung
4296,gebaeudeart,EFH
4296,sicherungen,Erweitert
