policy_id,product,partner,start_date,end_date,state,sum_insured,deductible,channel,premium_gross,premium_net
5261,Wohngebaeude,PartnerB,2020-11-02,2022-08-08,auto_issued,548000,150,Makler,345.58,290.4
5262,Wohngebaeude,PartnerB,2021-11-05,2023-02-07,active,645000,150,Makler,515.42,433.13
5263,Wohngebaeude,PartnerB,2023-11-24,2024-12-31,active,644000,500,Makler,496.58,417.29
5264,Wohngebaeude,PartnerC,2023-07-10,2024-10-01,active,779000,150,Makler,444.98,373.93
5265,Wohngebaeude,PartnerB,2023-04-30,2024-12-31,active,942000,300,Makler,1004.24,843.9
5266,Wohngebaeude,PartnerA,2021-04-21,2024-11-07,active,825000,500,Makler,779.3,654.87
5267,Wohngebaeude,PartnerB,2020-05-28,2023-12-12,auto_issued,226000,150,Vergleichsportal,169.62,142.54
5268,Wohngebaeude,PartnerC,2023-05-11,2024-12-31,active,691000,500,Makler,589.67,495.52
5269,Wohngebaeude,PartnerA,2021-01-03,2022-11-12,active,435000,150,Direkt,234.17,196.78
5270,Wohngebaeude,PartnerC,2020-09-19,2022-11-07,active,711000,500,Makler,412.57,346.7
5271,Wohngebaeude,PartnerA,2022-05-13,2024-09-24,active,396000,150,Makler,346.87,291.49
5272,Wohngebaeude,PartnerB,2023-11-22,2024-12-31,active,781000,300,Makler,812.46,682.74
5273,Wohngebaeude,PartnerB,2022-03-06,2024-12-31,auto_issued,314000,300,Direkt,174.79,146.88
5274,Wohngebaeude,PartnerA,2022-04-22,2024-09-23,active,305000,1000,Direkt,258.03,216.83
5275,Wohngebaeude,PartnerB,2021-06-04,2022-08-11,active,718000,300,Makler,447.46,376.02
5276,Wohngebaeude,PartnerC,2022-04-03,2024-12-31,active,596000,300,Vergleichsportal,435.44,365.92
5277,Wohngebaeude,PartnerB,2023-08-21,2024-12-31,active,680000,150,Direkt,369.5,310.5
5278,Wohngebaeude,PartnerB,2022-08-23,2024-07-14,active,889000,300,Makler,745.38,626.37
5279,Wohngebaeude,PartnerB,2021-11-23,2022-12-29,active,958000,300,Direkt,767.04,644.57
5280,Wohngebaeude,PartnerA,2023-11-27,2024-12-31,active,656000,150,Makler,546.33,459.1
5281,Wohngebaeude,PartnerA,2021-12-28,2024-04-24,active,361000,150,Makler,193.76,162.82
5282,Wohngebaeude,PartnerA,2023-02-15,2024-12-31,active,819000,300,Makler,595.02,500.02
5283,Wohngebaeude,PartnerA,2021-03-14,2023-06-03,active,338000,150,Direkt,210.84,177.18
5284,Wohngebaeude,PartnerB,2022-11-03,2024-06-11,auto_issued,395000,300,Makler,394.63,331.62
5285,Wohngebaeude,PartnerC,2022-07-06,2024-12-28,active,553000,150,Makler,484.88,407.46
5286,Wohngebaeude,PartnerA,2021-03-09,2022-12-08,active,568000,1000,Makler,535.74,450.2
5287,Wohngebaeude,PartnerA,2022-07-18,2024-02-20,active,691000,300,Direkt,518.61,435.81
5288,Wohngebaeude,PartnerA,2020-12-04,2024-05-11,cancelled,564000,150,Makler,443.69,372.85
5289,Wohngebaeude,PartnerC,2022-11-27,2024-12-27,active,570000,150,Makler,478.31,401.94
5290,Wohngebaeude,PartnerA,2022-08-04,2024-04-17,active,641000,300,Makler,577.73,485.49
5291,Wohngebaeude,PartnerB,2022-03-26,2024-09-10,active,159000,150,Makler,155.94,131.04
5292,Wohngebaeude,PartnerC,2021-03-09,2022-05-11,active,156000,1000,Makler,142.8,120.0
5293,Wohngebaeude,PartnerB,2021-03-22,2022-11-24,active,341000,150,Makler,208.81,175.47
5294,Wohngebaeude,PartnerC,2020-03-03,2022-01-27,active,255000,150,Vergleichsportal,233.14,195.92
5295,Wohngebaeude,PartnerC,2022-04-14,2023-09-26,active,914000,1000,Direkt,920.33,773.39
5296,Wohngebaeude,PartnerC,2020-05-26,2021-07-14,active,205000,300,Makler,185.97,156.28
5297,Wohngebaeude,PartnerB,2020-10-17,2023-09-25,auto_issued,781000,150,Makler,512.96,431.06
5298,Wohngebaeude,PartnerA,2020-05-26,2022-04-28,auto_issued,544000,150,Direkt,500.06,420.22
5299,Wohngebaeude,PartnerB,2020-09-18,2024-01-26,active,157000,1000,Makler,142.8,120.0
5300,Wohngebaeude,PartnerA,2020-01-15,2022-04-07,auto_issued,712000,300,Makler,563.02,473.13
5301,Wohngebaeude,PartnerA,2022-11-18,2024-12-31,active,787000,150,Makler,805.68,677.04
5302,Wohngebaeude,PartnerC,2023-03-24,2024-12-31,active,228000,150,Makler,241.0,202.52
5303,Wohngebaeude,PartnerA,2022-02-18,2024-12-31,auto_issued,578000,150,Vergleichsportal,354.54,297.93
5304,Wohngebaeude,PartnerA,2021-09-25,2024-04-15,active,670000,150,Direkt,642.6,540.0
5305,Wohngebaeude,PartnerB,2021-10-08,2023-05-07,auto_issued,183000,150,Vergleichsportal,183.44,154.15
5306,Wohngebaeude,PartnerC,2023-07-30,2024-12-31,active,369000,300,Makler,313.07,263.08
5307,Wohngebaeude,PartnerA,2021-01-29,2024-12-22,active,305000,150,Direkt,293.07,246.28
5308,Wohngebaeude,PartnerA,2021-06-05,2024-02-01,active,988000,300,Makler,596.42,501.19
5309,Wohngebaeude,PartnerA,2022-04-17,2024-12-31,active,407000,1000,Makler,357.35,300.29
5310,Wohngebaeude,PartnerB,2023-07-07,2024-12-31,active,542000,1000,Makler,428.61,360.18
5311,Wohngebaeude,PartnerB,2020-12-16,2024-09-10,active,283000,500,Makler,258.19,216.97
5312,Wohngebaeude,PartnerB,2021-07-16,2024-01-28,auto_issued,488000,150,Makler,382.93,321.79
5313,Wohngebaeude,PartnerB,2020-12-28,2024-11-02,active,390000,500,Direkt,333.15,279.96
5314,Wohngebaeude,PartnerA,2020-01-30,2021-03-29,active,433000,500,Makler,428.09,359.74
5315,Wohngebaeude,PartnerC,2023-04-19,2024-12-31,active,815000,500,Makler,778.64,654.32
5316,Wohngebaeude,PartnerC,2022-04-09,2024-07-22,cancelled,254000,500,Makler,257.39,216.29
5317,Wohngebaeude,PartnerB,2022-02-09,2024-12-31,auto_issued,356000,150,Vergleichsportal,368.73,309.86
5318,Wohngebaeude,PartnerB,2022-08-19,2024-12-31,active,419000,150,Makler,313.97,263.84
5319,Wohngebaeude,PartnerA,2021-07-29,2024-05-07,cancelled,543000,1000,Direkt,407.57,342.5
5320,Wohngebaeude,PartnerB,2021-06-18,2024-12-31,active,353000,150,Makler,293.39,246.55
5321,Wohngebaeude,PartnerB,2021-10-09,2023-10-01,active,172000,150,Vergleichsportal,189.01,158.83
5322,Wohngebaeude,PartnerA,2023-03-27,2024-12-31,auto_issued,230000,300,Makler,225.5,189.5
5323,Wohngebaeude,PartnerB,2020-06-27,2022-07-08,active,509000,150,Makler,478.38,402.0
5324,Wohngebaeude,PartnerC,2020-01-23,2022-03-07,active,169000,150,Makler,142.8,120.0
5325,Wohngebaeude,PartnerA,2022-01-20,2024-09-25,active,392000,300,Direkt,275.91,231.86
5326,Wohngebaeude,PartnerC,2021-08-15,2024-12-31,active,739000,150,Makler,802.49,674.36
5327,Wohngebaeude,PartnerB,2022-12-18,2024-12-31,auto_issued,506000,500,Makler,471.44,396.17
5328,Wohngebaeude,PartnerB,2023-09-10,2024-12-31,active,361000,150,Makler,332.26,279.21
5329,Wohngebaeude,PartnerA,2020-06-14,2022-08-26,active,678000,150,Makler,684.06,574.84
5330,Wohngebaeude,PartnerB,2021-09-18,2023-07-21,active,781000,300,Vergleichsportal,517.92,435.23
5331,Wohngebaeude,PartnerC,2021-03-26,2024-02-06,auto_issued,496000,300,Direkt,280.76,235.93
5332,Wohngebaeude,PartnerB,2022-12-08,2024-12-31,active,157000,150,Makler,142.8,120.0
5333,Wohngebaeude,PartnerA,2021-12-21,2024-12-31,active,468000,300,Direkt,328.08,275.7
5334,Wohngebaeude,PartnerA,2020-07-26,2024-06-02,active,406000,500,Direkt,251.8,211.6
5335,Wohngebaeude,PartnerA,2021-05-30,2023-09-15,auto_issued,395000,150,Direkt,226.8,190.59
5336,Wohngebaeude,PartnerC,2020-08-18,2022-02-20,active,891000,300,Makler,518.65,435.84
5337,Wohngebaeude,PartnerC,2022-05-29,2024-12-31,active,711000,150,Direkt,622.3,522.94
5338,Wohngebaeude,PartnerA,2023-01-09,2024-12-21,active,757000,300,Makler,739.79,621.67
5339,Wohngebaeude,PartnerB,2023-07-27,2024-12-31,auto_issued,944000,500,Makler,918.79,772.09
5340,Wohngebaeude,PartnerC,2022-04-12,2024-12-31,active,937000,300,Vergleichsportal,746.93,627.67
5341,Wohngebaeude,PartnerB,2022-09-10,2024-12-31,active,642000,500,Makler,666.78,560.32
5342,Wohngebaeude,PartnerA,2023-05-22,2024-12-31,active,527000,150,Makler,416.89,350.33
5343,Wohngebaeude,PartnerB,2020-04-11,2022-02-22,active,254000,500,Makler,257.5,216.39
5344,Wohngebaeude,PartnerA,2022-07-15,2024-12-31,cancelled,822000,300,Makler,838.72,704.81
5345,Wohngebaeude,PartnerA,2021-03-21,2024-08-08,active,908000,300,Makler,778.01,653.79
5346,Wohngebaeude,PartnerB,2022-01-21,2024-12-31,auto_issued,290000,300,Makler,251.59,211.42
5347,Wohngebaeude,PartnerA,2023-03-09,2024-12-31,active,436000,300,Vergleichsportal,479.26,402.74
5348,Wohngebaeude,PartnerA,2021-11-06,2024-07-10,active,202000,1000,Makler,142.8,120.0
5349,Wohngebaeude,PartnerA,2022-01-01,2023-05-27,active,267000,300,Makler,200.31,168.33
5350,Wohngebaeude,PartnerC,2021-03-24,2024-03-31,active,212000,500,Makler,150.33,126.33
5351,Wohngebaeude,PartnerA,2023-02-11,2024-12-31,active,251000,500,Makler,142.8,120.0
5352,Wohngebaeude,PartnerA,2023-11-26,2024-12-31,active,798000,300,Makler,638.09,536.21
5353,Wohngebaeude,PartnerB,2021-05-20,2024-12-31,active,477000,300,Direkt,495.61,416.48
5354,Wohngebaeude,PartnerA,2022-11-22,2024-12-31,active,775000,150,Makler,737.76,619.97
5355,Wohngebaeude,PartnerA,2022-03-27,2024-01-04,active,219000,300,Makler,154.31,129.67
5356,Wohngebaeude,PartnerA,2023-08-28,2024-12-31,active,550000,500,Direkt,504.0,423.53
5357,Wohngebaeude,PartnerA,2022-04-13,2024-12-31,active,298000,150,Direkt,170.59,143.35
5358,Wohngebaeude,PartnerA,2023-03-20,2024-12-31,active,424000,500,Makler,290.26,243.92
5359,Wohngebaeude,PartnerC,2020-09-12,2024-04-05,active,550000,150,Makler,589.73,495.57
5360,Wohngebaeude,PartnerA,2021-10-28,2024-12-31,active,256000,300,Makler,153.47,128.97
5361,Wohngebaeude,PartnerA,2023-04-11,2024-12-31,active,773000,300,Makler,727.1,611.01
5362,Wohngebaeude,PartnerC,2022-12-14,2024-07-10,active,185000,300,Vergleichsportal,197.65,166.09
5363,Wohngebaeude,PartnerC,2022-09-08,2024-12-31,active,244000,300,Makler,189.45,159.2
5364,Wohngebaeude,PartnerA,2022-10-13,2024-08-04,active,698000,500,Makler,496.25,417.02
5365,Wohngebaeude,PartnerA,2021-06-26,2024-04-29,active,363000,1000,Vergleichsportal,334.81,281.35
5366,Wohngebaeude,PartnerA,2023-03-04,2024-12-31,active,921000,500,Makler,543.38,456.62
5367,Wohngebaeude,PartnerA,2021-03-06,2023-01-12,active,936000,150,Direkt,764.0,642.02
5368,Wohngebaeude,PartnerA,2023-08-07,2024-12-31,auto_issued,486000,500,Makler,385.12,323.63
5369,Wohngebaeude,PartnerA,2020-08-19,2023-12-29,active,423000,150,Vergleichsportal,294.45,247.44
5370,Wohngebaeude,PartnerC,2020-08-31,2022-07-31,active,628000,300,Makler,338.13,284.14
5371,Wohngebaeude,PartnerA,2022-09-13,2023-12-23,auto_issued,744000,300,Makler,743.25,624.58
5372,Wohngebaeude,PartnerC,2023-04-11,2024-12-31,active,733000,300,Makler,551.73,463.64
5373,Wohngebaeude,PartnerA,2022-10-22,2024-12-31,active,375000,150,Makler,386.08,324.44
5374,Wohngebaeude,PartnerA,2023-09-05,2024-12-31,active,921000,300,Makler,510.58,429.06
5375,Wohngebaeude,PartnerA,2021-05-15,2023-12-04,active,481000,300,Makler,390.19,327.89
5376,Wohngebaeude,PartnerC,2020-04-27,2021-05-03,active,390000,300,Direkt,425.63,357.67
5377,Wohngebaeude,PartnerA,2022-02-12,2024-12-31,active,307000,300,Makler,331.76,278.79
5378,Wohngebaeude,PartnerA,2023-11-01,2024-12-31,active,941000,150,Makler,724.79,609.07
5379,Wohngebaeude,PartnerC,2021-10-28,2024-12-03,cancelled,788000,150,Makler,731.49,614.7
5380,Wohngebaeude,PartnerC,2020-11-30,2023-09-12,active,173000,300,Direkt,153.28,128.81
5381,Wohngebaeude,PartnerA,2022-12-22,2024-12-31,active,311000,150,Direkt,343.77,288.88
5382,Wohngebaeude,PartnerA,2022-02-14,2024-12-31,active,729000,500,Makler,460.16,386.69
5383,Wohngebaeude,PartnerC,2020-06-12,2021-12-16,active,613000,300,Makler,522.73,439.27
5384,Wohngebaeude,PartnerA,2022-11-26,2024-09-20,active,774000,300,Makler,413.32,347.33
5385,Wohngebaeude,PartnerC,2020-08-18,2021-09-19,active,780000,150,Makler,843.73,709.02
5386,Wohngebaeude,PartnerA,2022-01-15,2023-12-26,active,588000,500,Makler,608.22,511.11
5387,Wohngebaeude,PartnerA,2023-11-05,2024-12-31,active,877000,300,Makler,549.98,462.17
5388,Wohngebaeude,PartnerA,2022-04-27,2024-01-24,active,360000,150,Makler,293.13,246.33
5389,Wohngebaeude,PartnerA,2023-02-07,2024-12-31,active,455000,150,Makler,319.67,268.63
5390,Wohngebaeude,PartnerA,2020-02-08,2021-07-19,auto_issued,514000,300,Makler,397.76,334.25
5391,Wohngebaeude,PartnerA,2020-03-09,2022-08-01,active,576000,150,Makler,513.52,431.53
5392,Wohngebaeude,PartnerA,2021-08-12,2024-01-11,cancelled,867000,500,Direkt,518.61,435.81
5393,Wohngebaeude,PartnerC,2022-02-21,2023-08-19,cancelled,153000,300,Vergleichsportal,142.8,120.0
5394,Wohngebaeude,PartnerB,2020-11-27,2023-02-19,active,302000,300,Makler,306.78,257.8
5395,Wohngebaeude,PartnerB,2023-04-14,2024-07-26,active,530000,500,Makler,513.22,431.28
5396,Wohngebaeude,PartnerB,2022-02-07,2024-12-31,active,820000,150,Vergleichsportal,806.51,677.74
5397,Wohngebaeude,PartnerA,2023-11-23,2024-12-31,active,529000,150,Makler,283.2,237.98
5398,Wohngebaeude,PartnerC,2020-01-12,2021-09-09,active,334000,150,Makler,308.69,259.4
5399,Wohngebaeude,PartnerA,2021-10-24,2023-03-30,active,256000,150,Makler,198.56,166.86
5400,Wohngebaeude,PartnerC,2023-05-10,2024-12-31,active,556000,150,Makler,572.09,480.75
5401,Wohngebaeude,PartnerB,2020-08-26,2023-06-26,cancelled,802000,300,Makler,473.02,397.5
5402,Wohngebaeude,PartnerA,2022-07-03,2024-10-28,auto_issued,659000,500,Makler,638.65,536.68
5403,Wohngebaeude,PartnerC,2020-12-14,2022-01-07,auto_issued,769000,150,Makler,420.05,352.98
5404,Wohngebaeude,PartnerB,2020-03-11,2023-05-24,active,179000,150,Makler,157.51,132.36
5405,Wohngebaeude,PartnerC,2022-07-11,2024-12-31,active,165000,500,Makler,142.8,120.0
5406,Wohngebaeude,PartnerB,2021-11-15,2024-12-31,active,171000,150,Makler,148.62,124.89
5407,Wohngebaeude,PartnerA,2022-12-30,2024-12-31,active,176000,1000,Makler,142.8,120.0
5408,Wohngebaeude,PartnerB,2021-07-02,2023-07-02,active,321000,300,Makler,280.61,235.81
5409,Wohngebaeude,PartnerA,2021-05-05,2023-08-04,active,531000,300,Makler,344.08,289.14
5410,Wohngebaeude,PartnerB,2021-08-14,2024-01-30,cancelled,437000,150,Makler,308.19,258.98
5411,Wohngebaeude,PartnerA,2020-06-07,2023-04-20,cancelled,202000,300,Makler,188.34,158.27
5412,Wohngebaeude,PartnerC,2023-11-19,2024-12-31,active,498000,150,Makler,543.81,456.98
5413,Wohngebaeude,PartnerB,2022-04-07,2024-11-11,active,616000,150,Makler,579.45,486.93
5414,Wohngebaeude,PartnerB,2022-05-28,2024-12-31,active,730000,500,Direkt,482.43,405.4
5415,Wohngebaeude,PartnerC,2022-06-14,2024-12-31,auto_issued,748000,150,Makler,816.36,686.02
5416,Wohngebaeude,PartnerB,2021-11-06,2024-01-06,active,729000,1000,Makler,679.73,571.2
5417,Wohngebaeude,PartnerB,2021-04-30,2022-07-12,active,544000,300,Makler,434.36,365.01
5418,Wohngebaeude,PartnerB,2022-04-16,2023-12-23,active,322000,300,Makler,313.03,263.05
5419,Wohngebaeude,PartnerA,2020-10-14,2022-11-26,active,494000,500,Direkt,431.49,362.6
5420,Wohngebaeude,PartnerC,2023-08-31,2024-12-31,auto_issued,259000,150,Makler,154.15,129.54
5421,Wohngebaeude,PartnerA,2022-04-07,2024-12-31,active,462000,300,Direkt,479.0,402.52
5422,Wohngebaeude,PartnerB,2021-12-09,2024-12-31,active,633000,1000,Makler,414.42,348.25
5423,Wohngebaeude,PartnerB,2022-02-11,2024-12-31,active,772000,300,Makler,627.92,527.66
5424,Wohngebaeude,PartnerA,2021-06-24,2024-12-31,active,363000,300,Makler,213.39,179.32
5425,Wohngebaeude,PartnerA,2020-01-30,2024-01-13,active,831000,300,Makler,826.66,694.67
5426,Wohngebaeude,PartnerA,2021-02-20,2024-08-04,active,352000,300,Makler,316.52,265.98
5427,Wohngebaeude,PartnerB,2023-02-11,2024-12-31,auto_issued,944000,300,Makler,795.9,668.82
5428,Wohngebaeude,PartnerC,2022-02-23,2023-08-06,active,239000,300,Vergleichsportal,240.92,202.45
5429,Wohngebaeude,PartnerC,2020-11-16,2024-09-04,active,151000,150,Direkt,142.8,120.0
5430,Wohngebaeude,PartnerA,2022-08-20,2024-12-31,active,730000,1000,Direkt,405.62,340.86
5431,Wohngebaeude,PartnerA,2021-09-25,2024-12-31,active,645000,150,Makler,680.32,571.7
5432,Wohngebaeude,PartnerA,2021-06-07,2022-11-12,active,580000,300,Makler,455.14,382.47
5433,Wohngebaeude,PartnerA,2021-10-07,2023-04-13,active,755000,300,Makler,666.83,560.36
5434,Wohngebaeude,PartnerA,2020-10-31,2023-02-24,cancelled,363000,500,Makler,289.61,243.37
5435,Wohngebaeude,PartnerB,2023-09-05,2024-11-09,auto_issued,776000,1000,Direkt,385.6,324.03
5436,Wohngebaeude,PartnerA,2021-06-16,2022-09-26,active,325000,150,Makler,272.32,228.84
5437,Wohngebaeude,PartnerC,2020-02-20,2023-11-11,active,977000,150,Makler,543.29,456.55
5438,Wohngebaeude,PartnerA,2020-02-11,2022-09-17,active,950000,150,Makler,579.65,487.1
5439,Wohngebaeude,PartnerC,2023-04-21,2024-11-18,active,296000,150,Makler,303.03,254.65
5440,Wohngebaeude,PartnerB,2020-11-17,2022-06-20,active,718000,500,Makler,759.78,638.47
5441,Wohngebaeude,PartnerA,2023-07-14,2024-12-31,active,510000,300,Makler,405.79,341.0
5442,Wohngebaeude,PartnerA,2023-08-30,2024-12-31,active,768000,300,Vergleichsportal,819.01,688.24
5443,Wohngebaeude,PartnerC,2021-04-30,2023-02-16,auto_issued,936000,1000,Makler,512.12,430.35
5444,Wohngebaeude,PartnerB,2021-02-22,2022-08-16,auto_issued,819000,150,Direkt,621.25,522.06
5445,Wohngebaeude,PartnerB,2021-04-07,2024-10-14,active,466000,150,Direkt,454.58,382.0
5446,Wohngebaeude,PartnerB,2022-01-06,2023-02-25,active,837000,300,Makler,757.08,636.2
5447,Wohngebaeude,PartnerC,2022-08-12,2024-12-31,active,780000,150,Makler,770.29,647.3
5448,Wohngebaeude,PartnerC,2022-02-19,2024-09-02,active,671000,300,Vergleichsportal,698.05,586.6
5449,Wohngebaeude,PartnerB,2020-08-04,2023-04-29,auto_issued,525000,150,Direkt,449.76,377.95
5450,Wohngebaeude,PartnerB,2020-11-18,2024-08-03,auto_issued,881000,300,Makler,621.57,522.33
5451,Wohngebaeude,PartnerA,2022-10-02,2024-10-14,cancelled,950000,300,Makler,573.9,482.27
5452,Wohngebaeude,PartnerA,2020-05-05,2021-08-10,active,611000,150,Makler,643.71,540.93
5453,Wohngebaeude,PartnerB,2020-07-16,2022-03-20,active,833000,500,Makler,744.12,625.31
5454,Wohngebaeude,PartnerA,2020-03-11,2022-08-19,active,511000,150,Direkt,452.95,380.63
5455,Wohngebaeude,PartnerC,2021-04-01,2024-07-01,active,371000,300,Makler,331.4,278.49
5456,Wohngebaeude,PartnerB,2021-07-21,2024-10-11,auto_issued,915000,300,Makler,616.4,517.98
5457,Wohngebaeude,PartnerA,2020-05-10,2022-11-29,active,647000,300,Direkt,628.36,528.03
5458,Wohngebaeude,PartnerB,2022-03-31,2024-04-08,auto_issued,766000,150,Makler,716.59,602.18
5459,Wohngebaeude,PartnerB,2020-07-13,2021-09-27,active,583000,1000,Makler,426.94,358.77
5460,Wohngebaeude,PartnerB,2021-11-02,2023-05-11,auto_issued,959000,150,Makler,1065.99,895.79
5461,Wohngebaeude,PartnerB,2023-12-31,2024-12-31,active,577000,150,Direkt,402.49,338.23
5462,Wohngebaeude,PartnerC,2023-10-02,2024-12-31,cancelled,388000,300,Makler,203.81,171.27
5463,Wohngebaeude,PartnerB,2021-06-09,2024-12-31,active,162000,300,Makler,142.8,120.0
5464,Wohngebaeude,PartnerA,2021-04-22,2022-06-19,active,272000,500,Direkt,157.53,132.38
5465,Wohngebaeude,PartnerB,2022-10-29,2024-12-31,active,338000,150,Makler,270.92,227.66
5466,Wohngebaeude,PartnerB,2023-05-12,2024-12-31,auto_issued,284000,150,Makler,177.6,149.24
5467,Wohngebaeude,PartnerB,2020-09-23,2023-10-04,active,405000,150,Makler,383.91,322.61
5468,Wohngebaeude,PartnerA,2023-04-28,2024-12-31,active,206000,150,Makler,182.91,153.71
5469,Wohngebaeude,PartnerA,2020-03-02,2024-02-01,auto_issued,934000,150,Makler,500.84,420.87
5470,Wohngebaeude,PartnerA,2020-07-17,2022-02-11,active,496000,500,Makler,293.42,246.57
5471,Wohngebaeude,PartnerB,2023-05-23,2024-12-31,active,225000,150,Makler,250.88,210.82
5472,Wohngebaeude,PartnerC,2020-07-29,2024-07-01,active,952000,150,Makler,557.24,468.27
5473,Wohngebaeude,PartnerC,2022-02-15,2024-01-05,active,944000,150,Makler,1029.27,864.93
5474,Wohngebaeude,PartnerB,2022-01-05,2024-12-31,cancelled,442000,150,Makler,335.0,281.51
5475,Wohngebaeude,PartnerA,2021-11-24,2024-12-31,active,569000,150,Direkt,369.39,310.41
5476,Wohngebaeude,PartnerA,2023-06-11,2024-12-31,active,361000,150,Makler,205.76,172.91
5477,Wohngebaeude,PartnerA,2022-03-15,2024-03-08,active,907000,300,Makler,787.76,661.98
5478,Wohngebaeude,PartnerA,2020-05-11,2023-06-29,active,410000,150,Makler,358.89,301.59
5479,Wohngebaeude,PartnerB,2021-07-21,2022-08-12,active,391000,500,Makler,252.2,211.93
5480,Wohngebaeude,PartnerA,2021-04-01,2024-05-25,active,744000,500,Makler,665.95,559.62
5481,Wohngebaeude,PartnerB,2022-06-04,2024-06-06,active,910000,500,Direkt,767.51,644.97
5482,Wohngebaeude,PartnerA,2021-08-01,2024-02-15,active,214000,150,Direkt,170.4,143.19
5483,Wohngebaeude,PartnerB,2021-06-26,2023-11-27,active,706000,150,Makler,532.7,447.65
5484,Wohngebaeude,PartnerA,2023-03-09,2024-04-02,active,252000,150,Makler,216.48,181.92
5485,Wohngebaeude,PartnerB,2022-12-24,2024-04-12,active,565000,150,Direkt,576.01,484.04
5486,Wohngebaeude,PartnerC,2021-08-30,2024-12-31,cancelled,211000,1000,Makler,144.87,121.74
5487,Wohngebaeude,PartnerA,2020-01-20,2021-03-04,active,628000,150,Direkt,374.35,314.58
5488,Wohngebaeude,PartnerA,2023-08-16,2024-12-31,active,349000,150,Makler,235.37,197.79
5489,Wohngebaeude,PartnerA,2022-06-19,2024-08-27,cancelled,246000,500,Makler,157.52,132.37
5490,Wohngebaeude,PartnerB,2022-11-05,2024-12-31,cancelled,624000,150,Makler,642.9,540.25
5491,Wohngebaeude,PartnerB,2020-07-13,2022-01-15,cancelled,682000,500,Makler,594.44,499.53
5492,Wohngebaeude,PartnerA,2020-01-07,2022-07-15,active,877000,150,Makler,771.77,648.55
5493,Wohngebaeude,PartnerA,2021-10-18,2024-12-31,active,482000,150,Makler,345.2,290.08
5494,Wohngebaeude,PartnerC,2022-08-10,2024-12-31,active,369000,150,Makler,214.51,180.26
5495,Wohngebaeude,PartnerC,2021-08-28,2024-08-10,active,911000,500,Makler,721.89,606.63
5496,Wohngebaeude,PartnerA,2021-05-24,2024-11-16,active,364000,300,Direkt,310.3,260.76
5497,Wohngebaeude,PartnerA,2022-09-24,2024-02-06,active,788000,300,Makler,427.48,359.23
5498,Wohngebaeude,PartnerB,2023-01-22,2024-12-06,active,426000,150,Makler,443.61,372.78
5499,Wohngebaeude,PartnerA,2021-01-30,2023-03-14,active,507000,300,Makler,554.97,466.36
5500,Wohngebaeude,PartnerB,2023-09-15,2024-12-31,active,391000,150,Makler,365.94,307.51
5501,Wohngebaeude,PartnerC,2020-07-31,2023-04-20,active,151000,500,Makler,142.8,120.0
5502,Wohngebaeude,PartnerB,2020-06-18,2024-04-15,active,497000,150,Makler,301.74,253.56
5503,Wohngebaeude,PartnerA,2023-05-27,2024-11-23,active,762000,300,Vergleichsportal,745.21,626.23
5504,Wohngebaeude,PartnerC,2022-01-13,2024-12-31,auto_issued,821000,1000,Makler,764.52,642.45
5505,Wohngebaeude,PartnerA,2022-02-01,2024-12-12,active,250000,300,Vergleichsportal,251.72,211.53
5506,Wohngebaeude,PartnerA,2020-04-04,2023-02-21,auto_issued,854000,300,Makler,523.65,440.04
5507,Wohngebaeude,PartnerA,2021-12-20,2024-12-31,active,480000,300,Makler,296.45,249.12
5508,Wohngebaeude,PartnerA,2021-08-07,2023-11-27,cancelled,359000,150,Makler,298.38,250.74
5509,Wohngebaeude,PartnerB,2023-06-21,2024-06-23,active,900000,150,Vergleichsportal,548.15,460.63
5510,Wohngebaeude,PartnerB,2023-04-23,2024-12-31,active,450000,150,Makler,443.56,372.74
5511,Wohngebaeude,PartnerA,2022-06-11,2024-01-26,cancelled,725000,150,Makler,729.96,613.41
5512,Wohngebaeude,PartnerB,2021-01-08,2022-09-22,auto_issued,882000,150,Direkt,578.83,486.41
5513,Wohngebaeude,PartnerA,2021-05-09,2023-08-19,active,622000,150,Makler,434.39,365.03
5514,Wohngebaeude,PartnerA,2021-09-11,2024-04-23,auto_issued,150000,300,Direkt,142.8,120.0
5515,Wohngebaeude,PartnerB,2022-08-18,2024-12-06,active,215000,150,Makler,142.8,120.0
5516,Wohngebaeude,PartnerC,2022-12-14,2024-12-31,active,297000,150,Makler,267.79,225.03
5517,Wohngebaeude,PartnerC,2021-01-16,2022-03-13,active,158000,150,Makler,157.57,132.41
5518,Wohngebaeude,PartnerA,2023-05-02,2024-12-16,active,499000,150,Makler,326.14,274.07
5519,Wohngebaeude,PartnerA,2020-11-28,2024-09-23,auto_issued,921000,150,Makler,488.02,410.1
5520,Wohngebaeude,PartnerB,2021-10-17,2024-05-27,cancelled,252000,150,Direkt,179.39,150.75
5521,Wohngebaeude,PartnerA,2020-04-03,2023-09-07,auto_issued,674000,300,Makler,675.91,567.99
5522,Wohngebaeude,PartnerB,2020-11-11,2024-10-27,active,319000,150,Vergleichsportal,198.54,166.84
5523,Wohngebaeude,PartnerC,2023-12-25,2024-12-31,active,448000,150,Makler,469.76,394.76
5524,Wohngebaeude,PartnerC,2023-11-06,2024-12-31,active,448000,300,Makler,250.59,210.58
5525,Wohngebaeude,PartnerA,2023-07-03,2024-12-31,active,810000,150,Makler,754.41,633.96
